,Unnamed: 0,code,symbol,issuer,fund_manager,fund_type,establishment_date,listed_date,stop_date,de_listed_date,benchmark,listed_to_delisted,establishment_to_stop
147,147,181,景顺金利A,景顺长城基金管理有限公司,袁媛 ,Bond,2015-06-10,2015-06-10,0000-00-00,0000-00-00,100.0％×中证综合债券指数,0,0
148,148,182,景顺金利C,景顺长城基金管理有限公司,袁媛 ,Bond,2015-06-10,2015-06-10,0000-00-00,0000-00-00,100.0％×中证综合债券指数,0,0
149,149,183,嘉实丰益策略,嘉实基金管理有限公司,胡永青 曲扬 ,Bond,2013-07-30,2013-07-30,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)加0.5%,0,0
150,150,184,工银添福A,工银瑞信基金管理有限公司,李昱 张洋 ,Bond,2013-10-31,2013-10-31,0000-00-00,0000-00-00,100.0％×三年定期存款利率(税后)加1.5%,0,0
151,151,185,工银添福B,工银瑞信基金管理有限公司,李昱 张洋 ,Bond,2013-10-31,2013-10-31,0000-00-00,0000-00-00,100.0％×三年定期存款利率(税后)加1.5%,0,0
152,152,186,华泰季季红,华泰柏瑞基金管理有限公司,罗远航 ,Bond,2013-11-13,2013-11-13,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)加1%,0,0
153,153,187,华泰丰盛A,华泰柏瑞基金管理有限公司,陈东 何子建 ,Bond,2013-09-02,2013-09-02,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数,0,0
154,154,188,华泰丰盛C,华泰柏瑞基金管理有限公司,陈东 何子建 ,Bond,2013-09-02,2013-09-02,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数,0,0
155,155,189,易方达丰华A,易方达基金管理有限公司,张清华 ,Bond,2019-02-19,2019-02-19,0000-00-00,0000-00-00,90.0％×中债-总指数+10.0％×沪深300指数,0,0
156,156,190,中银新回报,中银基金管理有限公司,李建 ,Hybrid,2015-07-17,2015-07-17,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+50.0％×沪深300指数+45.0％×中债-综合指数,0,0
157,157,191,富国信用债A/B,富国基金管理有限公司,黄纪亮 ,Bond,2013-06-25,2013-06-25,0000-00-00,0000-00-00,100.0％×中债-企业债总指数-全价指数,0,0
158,158,192,富国信用债C,富国基金管理有限公司,黄纪亮 ,Bond,2013-06-25,2013-06-25,0000-00-00,0000-00-00,100.0％×中债-企业债总指数-全价指数,0,0
159,159,193,国泰美国,国泰基金管理有限公司,,QDII,2013-08-07,2013-08-07,2017-12-20,2017-12-20,100.0％×标普房地产开发商总收益指数,1596,1596
160,160,194,银华四季红A,银华基金管理股份有限公司,邹维娜 ,Bond,2013-08-07,2013-08-07,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数,0,0
161,161,195,工银成长收益A,工银瑞信基金管理有限公司,张洋 ,Hybrid,2019-07-19,2019-07-19,0000-00-00,0000-00-00,60.0％×沪深300指数+40.0％×中证全债指数,0,0
162,162,196,工银成长收益B,工银瑞信基金管理有限公司,张洋 ,Hybrid,2019-07-19,2019-07-19,0000-00-00,0000-00-00,60.0％×沪深300指数+40.0％×中证全债指数,0,0
163,163,197,富国一年纯债,富国基金管理有限公司,王颀亮 俞晓斌 ,Bond,2013-06-27,2013-06-27,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)加1%,0,0
164,164,198,天弘余额宝,天弘基金管理有限公司,王登峰 ,Money,2013-05-29,2013-05-29,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后),0,0
165,165,199,国泰量化策略,国泰基金管理有限公司,高崇南 ,Hybrid,2018-12-27,2018-12-27,0000-00-00,0000-00-00,75.0％×沪深300指数+25.0％×中证综合债券指数,0,0
166,166,200,博时岁岁增利,博时基金管理有限公司,鲁邦旺 ,Bond,2013-06-26,2013-06-26,0000-00-00,0000-00-00,100.0％×一年期定期存款利率(税后)的1.1倍,0,0
167,167,201,诺安泰鑫A,诺安基金管理有限公司,岳帅 ,Bond,2013-11-05,2013-11-05,0000-00-00,0000-00-00,100.0％×一年定期存款收益率(税后)加1.2%,0,0
168,168,202,富国两年纯债,富国基金管理有限公司,王颀亮 朱梦娜 ,Bond,2013-09-13,2013-09-13,0000-00-00,0000-00-00,100.0％×三年定期存款利率(税后)加4.75%,0,0
169,169,203,国富货币A,国海富兰克林基金管理有限公司,王莉 ,Money,2013-07-24,2013-07-24,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后),0,0
170,170,204,国富货币B,国海富兰克林基金管理有限公司,王莉 ,Money,2013-07-24,2013-07-24,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后),0,0
171,171,205,易方达投资信用A,易方达基金管理有限公司,王晓晨 ,Bond,2013-09-10,2013-09-10,0000-00-00,0000-00-00,100.0％×中债-高信用等级债券指数,0,0
172,172,206,易方达投资信用C,易方达基金管理有限公司,王晓晨 ,Bond,2013-09-10,2013-09-10,0000-00-00,0000-00-00,100.0％×中债-高信用等级债券指数,0,0
173,173,207,建信双债A,建信基金管理有限责任公司,彭紫云 朱虹 ,Bond,2013-07-25,2013-07-25,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数,0,0
174,174,208,建信双债C,建信基金管理有限责任公司,彭紫云 朱虹 ,Bond,2013-07-25,2013-07-25,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数,0,0
175,175,209,信诚产业,中信保诚基金管理有限公司,杨旭 郑伟 ,Hybrid,2013-07-17,2013-07-17,0000-00-00,0000-00-00,20.0％×中证综合债券指数+80.0％×中证新兴产业指数,0,0
176,176,210,光大现金宝A,光大保德信基金管理有限公司,魏丽 ,Money,2013-09-05,2013-09-05,0000-00-00,0000-00-00,100.0％×活期存款利率(税后),0,0
177,177,211,光大现金宝B,光大保德信基金管理有限公司,魏丽 ,Money,2013-09-05,2013-09-05,0000-00-00,0000-00-00,100.0％×活期存款利率(税后),0,0
178,178,212,泰信鑫益A,泰信基金管理有限公司,何俊春 ,Bond,2013-07-17,2013-07-17,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)加0.5%,0,0
179,179,213,泰信鑫益C,泰信基金管理有限公司,何俊春 ,Bond,2013-07-17,2013-07-17,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)加0.5%,0,0
180,180,214,广发成长,广发基金管理有限公司,代宇 ,Hybrid,2013-12-11,2013-12-11,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中证全债指数,0,0
181,181,215,广发趋势,广发基金管理有限公司,谭昌杰 谢军 ,Hybrid,2013-09-11,2013-09-11,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中证全债指数,0,0
182,182,216,华安黄金易ETF联接A,华安基金管理有限公司,许之彦 ,Related,2013-08-22,2013-08-22,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×黄金现货(Au99.99合约),0,0
183,183,217,华安黄金易ETF联接C,华安基金管理有限公司,许之彦 ,Related,2013-08-22,2013-08-22,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×黄金现货(Au99.99合约),0,0
184,184,218,国泰黄金ETF联接A,国泰基金管理有限公司,艾小军 徐成城 ,Related,2016-04-13,2016-04-13,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×黄金现货(Au99.99合约),0,0
185,185,219,博时裕益,博时基金管理有限公司,周心鹏 ,Hybrid,2013-07-29,2013-07-29,0000-00-00,0000-00-00,7.0％,0,0
186,186,220,富国医疗,富国基金管理有限公司,于洋 ,Hybrid,2013-08-07,2013-08-07,0000-00-00,0000-00-00,20.0％×中债-综合指数+80.0％×中证医药卫生指数,0,0
187,187,221,汇添富年年利A,汇添富基金管理股份有限公司,徐光 ,Bond,2013-09-06,2013-09-06,0000-00-00,0000-00-00,100.0％×一年定期存款收益率(税后)加1.2%,0,0
188,188,222,汇添富年年利C,汇添富基金管理股份有限公司,徐光 ,Bond,2013-09-06,2013-09-06,0000-00-00,0000-00-00,100.0％×一年定期存款收益率(税后)加1.2%,0,0
189,189,225,长盛年年收益A,长盛基金管理有限公司,段鹏 ,Bond,2013-08-09,2013-08-09,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后),0,0
190,190,226,长盛年年收益C,长盛基金管理有限公司,段鹏 ,Bond,2013-08-09,2013-08-09,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后),0,0
191,191,227,华安年年红A,华安基金管理有限公司,郑可成 周益鸣 ,Bond,2013-11-14,2013-11-14,0000-00-00,0000-00-00,100.0％×一年定期存款收益率(税后)加1.2%,0,0
192,192,235,诺安稳固,诺安基金管理有限公司,裴禹翔 ,Bond,2013-08-21,2013-08-21,0000-00-00,0000-00-00,3.0％,0,0
193,193,236,工银月月薪A,工银瑞信基金管理有限公司,张洋 ,Bond,2013-08-14,2013-08-14,0000-00-00,0000-00-00,100.0％×三年定期存款利率(税后)加1.5%,0,0
194,194,237,国投岁添利A,国投瑞银基金管理有限公司,狄晓娇 李达夫 ,Bond,2013-08-21,2013-08-21,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)加1%,0,0
195,195,238,国投岁添利C,国投瑞银基金管理有限公司,狄晓娇 李达夫 ,Bond,2013-08-21,2013-08-21,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)加1%,0,0
196,196,239,华安年年盈A,华安基金管理有限公司,孙丽娜 ,Bond,2015-02-03,2015-02-03,0000-00-00,0000-00-00,100.0％×一年定期存款收益率(税后)加1.2%,0,0
197,197,240,华安年年盈C,华安基金管理有限公司,孙丽娜 ,Bond,2015-02-03,2015-02-03,0000-00-00,0000-00-00,100.0％×一年定期存款收益率(税后)加1.2%,0,0
198,198,241,宝盈核心C,宝盈基金管理有限公司,李健伟 ,Hybrid,2013-08-01,2013-08-01,0000-00-00,0000-00-00,35.0％×上海证券交易所国债指数+65.0％×沪深300指数,0,0
199,199,242,景顺策略,景顺长城基金管理有限公司,张靖 ,Hybrid,2013-08-07,2013-08-07,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中证全债指数,0,0
200,200,244,天弘稳利A,天弘基金管理有限公司,柴文婷 姜晓丽 ,Bond,2013-07-19,2013-07-19,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)×1.4,0,0
201,201,245,天弘稳利B,天弘基金管理有限公司,柴文婷 姜晓丽 ,Bond,2013-07-19,2013-07-19,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)×1.4,0,0
202,202,246,博时月月薪,博时基金管理有限公司,陈凯杨 ,Bond,2013-07-25,2013-07-25,0000-00-00,0000-00-00,100.0％×三年定期存款利率(税后),0,0
203,203,247,方正互利,方正富邦基金管理有限公司,,Bond,2013-09-11,2013-09-11,2017-09-26,2017-09-26,100.0％×一年定期存款利率(税后)加权平均收益率×1.4,1476,1476
204,204,248,汇添富消费ETF联接,汇添富基金管理股份有限公司,过蓓蓓 吴振翔 ,Stock,2015-03-24,2015-03-24,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证主要消费指数,0,0
205,205,251,工银地产,工银瑞信基金管理有限公司,王君正 鄢耀 ,Hybrid,2013-08-26,2013-08-26,0000-00-00,0000-00-00,20.0％×上海证券交易所国债指数+80.0％×沪深300金融地产指数,0,0
206,206,252,景顺景兴A,景顺长城基金管理有限公司,何江波 ,Bond,2013-08-26,2013-08-26,0000-00-00,0000-00-00,100.0％×中证综合债券指数,0,0
207,207,253,景顺景兴C,景顺长城基金管理有限公司,何江波 ,Bond,2013-08-26,2013-08-26,0000-00-00,0000-00-00,100.0％×中证综合债券指数,0,0
208,208,254,长城强债A,长城基金管理有限公司,蔡旻 张棪 ,Bond,2013-09-06,2013-09-06,0000-00-00,0000-00-00,100.0％×一年期定期存款利率(税后)的1.1倍,0,0
209,209,255,长城强债C,长城基金管理有限公司,蔡旻 张棪 ,Bond,2013-09-06,2013-09-06,0000-00-00,0000-00-00,100.0％×一年期定期存款利率(税后)的1.1倍,0,0
210,210,256,上投红利A,上投摩根基金管理有限公司,聂曙光 ,Hybrid,2013-09-18,2013-09-18,0000-00-00,0000-00-00,40.0％×沪深300指数+60.0％×中证综合债券指数,0,0
211,211,257,上投岁岁盈A,上投摩根基金管理有限公司,,Bond,2013-08-28,2013-08-28,2018-11-09,2018-11-09,100.0％×一年定期存款利率(税后)加0.5%,1899,1899
212,212,258,上投岁岁盈C,上投摩根基金管理有限公司,,Bond,2013-08-28,2013-08-28,2018-11-09,2018-11-09,100.0％×一年定期存款利率(税后)加0.5%,1899,1899
213,213,259,农银区间,农银汇理基金管理有限公司,陈富权 ,Hybrid,2013-08-21,2013-08-21,0000-00-00,0000-00-00,95.0％×沪深300指数+5.0％×中证全债指数,0,0
214,214,260,信诚季季,中信保诚基金管理有限公司,,Bond,2013-09-12,2013-09-12,2018-04-27,2018-04-27,100.0％×一年定期存款利率(税后),1688,1688
215,215,263,工银信息,工银瑞信基金管理有限公司,单文 ,Hybrid,2013-11-11,2013-11-11,0000-00-00,0000-00-00,20.0％×上海证券交易所国债指数+80.0％×中证TMT产业主题指数,0,0
216,216,264,博时内需,博时基金管理有限公司,陈雷 刘阳 ,Hybrid,2013-07-15,2013-07-15,0000-00-00,0000-00-00,60.0％×沪深300指数+40.0％×中证全债指数,0,0
217,217,265,易方达恒久A,易方达基金管理有限公司,田宇 ,Bond,2014-09-10,2014-09-10,0000-00-00,0000-00-00,100.0％×一年定期存款收益率(税后)加1.2%,0,0
218,218,266,易方达恒久C,易方达基金管理有限公司,田宇 ,Bond,2014-09-10,2014-09-10,0000-00-00,0000-00-00,100.0％×一年定期存款收益率(税后)加1.2%,0,0
219,219,267,广发集利A,广发基金管理有限公司,代宇 ,Bond,2013-08-21,2013-08-21,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)加0.5%,0,0
220,220,268,广发集利C,广发基金管理有限公司,代宇 ,Bond,2013-08-21,2013-08-21,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)加0.5%,0,0
221,221,269,嘉实合润,嘉实基金管理有限公司,刘宁 ,Bond,2017-07-20,2017-07-20,0000-00-00,0000-00-00,100.0％×三年定期存款利率(税后)加1.25%,0,0
222,222,270,建信安心保本,建信基金管理有限责任公司,牛兴华 ,Other,2013-09-03,2013-09-03,0000-00-00,0000-00-00,100.0％×三年定期存款利率,0,0
223,223,271,中邮债券A,中邮创业基金管理股份有限公司,余红 张萌 ,Bond,2013-11-05,2013-11-05,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)加0.5%,0,0
224,224,272,中邮债券C,中邮创业基金管理股份有限公司,余红 张萌 ,Bond,2013-11-05,2013-11-05,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)加0.5%,0,0
225,225,273,华润安鑫,华润元大基金管理有限公司,刘宏毅 袁华涛 ,Hybrid,2014-09-18,2014-09-18,0000-00-00,0000-00-00,35.0％×沪深300指数+65.0％×中债-综合指数,0,0
226,226,274,广发亚太债券,广发基金管理有限公司,孙敏 ,QDII,2013-11-28,2013-11-28,0000-00-00,0000-00-00,100.0％×三年定期存款利率(税后),0,0
227,227,275,广发亚太债券美元,广发基金管理有限公司,孙敏 ,QDII,2013-11-28,2013-11-28,0000-00-00,0000-00-00,100.0％×三年定期存款利率(税后),0,0
228,228,277,博时双月薪,博时基金管理有限公司,陈凯杨 ,Bond,2013-10-22,2013-10-22,0000-00-00,0000-00-00,100.0％×三年定期存款利率(税后),0,0
229,229,278,融通通泽,融通基金管理有限公司,,Hybrid,2014-09-02,2014-09-02,2017-11-20,2017-11-20,8.0％,1175,1175
230,230,279,华商红利,华商基金管理有限公司,邓默 王东旋 ,Hybrid,2013-09-17,2013-09-17,0000-00-00,0000-00-00,45.0％×上海证券交易所国债指数+55.0％×中证红利指数,0,0
231,231,280,博时双债A,博时基金管理有限公司,,Bond,2013-09-13,2013-09-13,2018-02-27,2018-02-27,5.0％×一年定期存款利率(税后)+95.0％×中债-综合指数-财富指数,1628,1628
232,232,281,博时双债C,博时基金管理有限公司,,Bond,2013-09-13,2013-09-13,2018-02-27,2018-02-27,5.0％×一年定期存款利率(税后)+95.0％×中债-综合指数-财富指数,1628,1628
233,233,284,富安达信用A,富安达基金管理有限公司,,Bond,2013-10-25,2013-10-25,2016-10-26,2016-10-26,100.0％×中债-总指数,1097,1097
234,234,285,富安达信用C,富安达基金管理有限公司,,Bond,2013-10-25,2013-10-25,2016-10-26,2016-10-26,100.0％×中债-总指数,1097,1097
235,235,286,银华季季红A,银华基金管理股份有限公司,邹维娜 ,Bond,2013-09-18,2013-09-18,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数,0,0
236,236,287,银华永利A,银华基金管理股份有限公司,,Bond,2014-01-22,2014-01-22,2018-06-28,2018-06-28,100.0％×中债-综合指数-财富指数,1618,1618
237,237,288,银华永利C,银华基金管理股份有限公司,,Bond,2014-01-22,2014-01-22,2018-06-28,2018-06-28,100.0％×中债-综合指数-财富指数,1618,1618
238,238,289,鹏华丰泰A,鹏华基金管理有限公司,戴钢 ,Bond,2013-09-24,2013-09-24,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)加0.5%,0,0
239,239,290,鹏华全球,鹏华基金管理有限公司,尤柏年 ,QDII,2013-10-22,2013-10-22,0000-00-00,0000-00-00,100.0％×富时国际高收益公司债指数(人民币计价),0,0
240,240,291,鹏华普悦,鹏华基金管理有限公司,,Bond,2018-05-15,2018-05-15,2018-12-26,2018-12-26,100.0％×中债-总指数,225,225
241,241,292,鹏华丰信A,鹏华基金管理有限公司,,Bond,2013-10-22,2013-10-22,2018-05-15,2018-05-15,100.0％×中债-总指数,1666,1666
242,242,293,鹏华丰信B,鹏华基金管理有限公司,,Bond,2013-10-22,2013-10-22,2018-05-15,2018-05-15,100.0％×中债-总指数,1666,1666
243,243,294,华安生态,华安基金管理有限公司,陈媛 ,Hybrid,2013-11-28,2013-11-28,0000-00-00,0000-00-00,20.0％×中债-总指数+80.0％×中证800指数,0,0
244,244,295,鹏华丰实A,鹏华基金管理有限公司,戴钢 ,Bond,2013-09-10,2013-09-10,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)加0.5%,0,0
245,245,296,鹏华丰实B,鹏华基金管理有限公司,戴钢 ,Bond,2013-09-10,2013-09-10,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)加0.5%,0,0
246,246,297,鹏华可转债,鹏华基金管理有限公司,王石千 ,Bond,2015-02-03,2015-02-03,0000-00-00,0000-00-00,30.0％×中债-总指数+10.0％×沪深300指数+60.0％×中证可转换债券指数,0,0
247,247,298,中海纯债A,中海基金管理有限公司,王含嫣 ,Bond,2014-04-23,2014-04-23,0000-00-00,0000-00-00,100.0％×中证全债指数,0,0
248,248,299,中海纯债C,中海基金管理有限公司,王含嫣 ,Bond,2014-04-23,2014-04-23,0000-00-00,0000-00-00,100.0％×中证全债指数,0,0
249,249,300,德邦货币A,德邦基金管理有限公司,陈洁 张铮烁 ,Money,2013-09-16,2013-09-16,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后),0,0
250,250,301,德邦货币B,德邦基金管理有限公司,陈洁 张铮烁 ,Money,2013-09-16,2013-09-16,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后),0,0
