,abbreviation,code,name,name_en,type
5060,CTHYZDZZQA,006360,财通鸿益中短债债券A,CAITONGHONGYIZHONGDUANZHAIZHAIQUANA,债券型
5061,CTHYZDZZQC,006361,财通鸿益中短债债券C,CAITONGHONGYIZHONGDUANZHAIZHAIQUANC,债券型
5062,KSHHYJXHHA,006362,凯石涵行业精选混合A,KAISHIHANHANGYEJINGXUANHUNHEA,混合型
5063,JXSZJBM60ETFLJC,006363,建信深证基本面60ETF联接C,JIANXINSHENZHENGJIBENMIAN60ETFLIANJIEC,联接基金
5064,ZSFYHHA,006364,招商丰韵混合A,ZHAOSHANGFENGYUNHUNHEA,混合型
5065,ZSFYHHC,006365,招商丰韵混合C,ZHAOSHANGFENGYUNHUNHEC,混合型
5066,XYABYXHH,006366,兴业安保优选混合,XINGYEANBAOYOUXUANHUNHE,混合型
5067,JYYXCZZQA,006367,交银裕祥纯债债券A,JIAOYINYUXIANGCHUNZHAIZHAIQUANA,债券型
5068,JYYXCZZQC,006368,交银裕祥纯债债券C,JIAOYINYUXIANGCHUNZHAIZHAIQUANC,债券型
5069,HYYFGQZXSJHH,006369,弘毅远方国企转型升级混合,HONGYIYUANFANGGUOQIZHUANXINGSHENGJIHUNHE,混合型
5070,GFDZHJXHHMY,006370,国富大中华精选混合美元,GUOFUDAZHONGHUAJINGXUANHUNHEMEIYUAN,QDII
5071,CAXYHHA,006371,长安鑫盈混合A,CHANGANXINYINGHUNHEA,混合型
5072,CAXYHHC,006372,长安鑫盈混合C,CHANGANXINYINGHUNHEC,混合型
5073,GFQQKJHLHHRMB,006373,国富全球科技互联混合人民币,GUOFUQUANQIUKEJIHULIANHUNHERENMINBI,QDII
5074,GFQQKJHLHHMYXH,006374,国富全球科技互联混合美元现汇,GUOFUQUANQIUKEJIHULIANHUNHEMEIYUANXIANHUI,QDII
5075,GFQSDLHH,006377,广发趋势动力混合,GUANGFAQUSHIDONGLIHUNHE,混合型
5076,GFHH6GYDKZ,006378,广发汇宏6个月定开债,GUANGFAHUIHONG6GEYUEDINGKAIZHAI,定开债券
5077,HXHSETFLJC,006381,华夏恒生ETF联接C,HUAXIAHENGSHENGETFLIANJIEC,QDII-指数
5078,HXZZ500ETFLJC,006382,华夏中证500ETF联接C,HUAXIAZHONGZHENG500ETFLIANJIEC,联接基金
5079,ZSTYCZA,006383,招商添盈纯债A,ZHAOSHANGTIANYINGCHUNZHAIA,债券型
5080,ZSTYCZC,006384,招商添盈纯债C,ZHAOSHANGTIANYINGCHUNZHAIC,债券型
5081,HTBXYJZXA,006385,华泰保兴研究智选A,HUATAIBAOXINGYANJIUZHIXUANA,混合型
5082,HTBXYJZXC,006386,华泰保兴研究智选C,HUATAIBAOXINGYANJIUZHIXUANC,混合型
5083,BYATDZZQA,006387,宝盈安泰短债债券A,BAOYINGANTAIDUANZHAIZHAIQUANA,债券型
5084,BYATDZZQC,006388,宝盈安泰短债债券C,BAOYINGANTAIDUANZHAIZHAIQUANC,债券型
5085,JYTXZDZA,006389,金鹰添祥中短债A,JINYINGTIANXIANGZHONGDUANZHAIA,债券型
5086,JYTXZDZC,006390,金鹰添祥中短债C,JINYINGTIANXIANGZHONGDUANZHAIC,债券型
5087,XDAHCZ,006391,信达安和纯债,XINDAANHECHUNZHAI,债券型
5088,ZXBCCXCZHH,006392,中信保诚创新成长混合,ZHONGXINBAOCHENGCHUANGXINCHENGZHANGHUNHE,混合型
5089,ZSTD3GYDKZA,006393,招商添德3个月定开债A,ZHAOSHANGTIANDE3GEYUEDINGKAIZHAIA,定开债券
5090,ZSTD3GYDKZC,006394,招商添德3个月定开债C,ZHAOSHANGTIANDE3GEYUEDINGKAIZHAIC,定开债券
5091,HXSZ50AHYXZSC,006395,华夏上证50AH优选指数C,HUAXIASHANGZHENG50AHYOUXUANZHISHUC,股票指数
5092,CXSLYXHHE,006396,长信双利优选混合E,CHANGXINSHUANGLIYOUXUANHUNHEE,混合型
5093,CXNXCZHHE,006397,长信内需成长混合E,CHANGXINNEIXUCHENGZHANGHUNHEE,混合型
5094,BYXYDQKFHHA,006398,宝盈祥颐定期开放混合A,BAOYINGXIANGYIDINGQIKAIFANGHUNHEA,混合型
5095,BYXYDQKFHHC,006399,宝盈祥颐定期开放混合C,BAOYINGXIANGYIDINGQIKAIFANGHUNHEC,混合型
5096,XFLHYXHHA,006401,先锋量化优选混合A,XIANFENGLIANGHUAYOUXUANHUNHEA,混合型
5097,XFLHYXHHC,006402,先锋量化优选混合C,XIANFENGLIANGHUAYOUXUANHUNHEC,混合型
5098,YHRJZQC,006403,银河睿嘉债券C,YINHERUIJIAZHAIQUANC,债券型
5099,PYASSRDKZQ,006404,浦银安盛盛融定开债券,PUYINANSHENGSHENGRONGDINGKAIZHAIQUAN,定开债券
5100,HFHSCZZQA,006405,华富恒盛纯债债券A,HUAFUHENGSHENGCHUNZHAIZHAIQUANA,债券型
5101,HFHSCZZQC,006406,华富恒盛纯债债券C,HUAFUHENGSHENGCHUNZHAIZHAIQUANC,债券型
5102,YHJXZQC,006407,银河君欣债券C,YINHEJUNXINZHAIQUANC,债券型
5103,HTFXFSJHH,006408,汇添富消费升级混合,HUITIANFUXIAOFEISHENGJIHUNHE,混合型
5104,FGZZGKHZA,006409,富国中债国开行债A,FUGUOZHONGZHAIGUOKAIHANGZHAIA,债券指数
5105,FGZZGKHZC,006410,富国中债国开行债C,FUGUOZHONGZHAIGUOKAIHANGZHAIC,债券指数
5106,ZJYZCZZQ,006411,中加颐智纯债债券,ZHONGJIAYIZHICHUNZHAIZHAIQUAN,债券型
5107,PAHJDKZ,006412,平安合锦定开债,PINGANHEJINDINGKAIZHAI,定开债券
5108,YHZDZCJRZDKZ,006415,银华中短政策金融债定开债,YINHUAZHONGDUANZHENGCEJINRONGZHAIDINGKAIZHAI,定开债券
5109,FZFBFLZQA,006416,方正富邦丰利债券A,FANGZHENGFUBANGFENGLIZHAIQUANA,债券型
5110,FZFBFLZQC,006417,方正富邦丰利债券C,FANGZHENGFUBANGFENGLIZHAIQUANC,债券型
5111,HAATDKZFQS,006418,华安安泰定开债发起式,HUAANANTAIDINGKAIZHAIFAQISHI,定开债券
5112,RBYSCYHHA,006419,人保优势产业混合A,RENBAOYOUSHICHANYEHUNHEA,混合型
5113,RBYSCYHHC,006420,人保优势产业混合C,RENBAOYOUSHICHANYEHUNHEC,混合型
5114,ZYHXZQ,006421,中银弘享债券,ZHONGYINHONGXIANGZHAIQUAN,债券型
5115,JHPWCZA,006422,嘉合磐稳纯债A,JIAHEPANWENCHUNZHAIA,债券型
5116,JHPWCZC,006423,嘉合磐稳纯债C,JIAHEPANWENCHUNZHAIC,债券型
5117,JHJCHHA,006424,嘉合锦程混合A,JIAHEJINCHENGHUNHEA,混合型
5118,JHJCHHC,006425,嘉合锦程混合C,JIAHEJINCHENGHUNHEC,混合型
5119,ZSTYCZA,006427,招商添悦纯债A,ZHAOSHANGTIANYUECHUNZHAIA,债券型
5120,ZSTYCZC,006428,招商添悦纯债C,ZHAOSHANGTIANYUECHUNZHAIC,债券型
5121,NAHXHH,006429,诺安恒鑫混合,NUOANHENGXINHUNHE,混合型
5122,KSLLTJJDKHH,006430,凯石澜龙头经济定开混合,KAISHILANLONGTOUJINGJIDINGKAIHUNHE,混合型
5123,HADLCZA,006431,汇安鼎利纯债A,HUIANDINGLICHUNZHAIA,债券型
5124,HADLCZC,006432,汇安鼎利纯债C,HUIANDINGLICHUNZHAIC,债券型
5125,PAXLHHC,006433,平安鑫利混合C,PINGANXINLIHUNHEC,混合型
5126,PH3GYZDZA,006434,鹏华3个月中短债A,PENGHUA3GEYUEZHONGDUANZHAIA,定开债券
5127,PYASZDZA,006436,浦银安盛中短债A,PUYINANSHENGZHONGDUANZHAIA,债券型
5128,PYASZDZC,006437,浦银安盛中短债C,PUYINANSHENGZHONGDUANZHAIC,债券型
5129,BSYTETFLJA,006438,博时央调ETF联接A,BOSHIYANGDIAOETFLIANJIEA,联接基金
5130,BSYTETFLJC,006439,博时央调ETF联接C,BOSHIYANGDIAOETFLIANJIEC,联接基金
5131,DXPPJXHHC,006442,东兴品牌精选混合C,DONGXINGPINPAIJINGXUANHUNHEC,混合型
5132,YYYYZQA,006443,永赢裕益债券A,YONGYINGYUYIZHAIQUANA,债券型
5133,YYYYZQC,006444,永赢裕益债券C,YONGYINGYUYIZHAIQUANC,债券型
5134,HXQQJXARMB,006445,华夏全球聚享A人民币,HUAXIAQUANQIUJUXIANGARENMINBI,QDII
5135,HXQQJXAMYXH,006446,华夏全球聚享A美元现汇,HUAXIAQUANQIUJUXIANGAMEIYUANXIANHUI,QDII
5136,HXQQJXAMYXC,006447,华夏全球聚享A美元现钞,HUAXIAQUANQIUJUXIANGAMEIYUANXIANCHAO,QDII
5137,HXQQJXCRMB,006448,华夏全球聚享C人民币,HUAXIAQUANQIUJUXIANGCRENMINBI,QDII
5138,ZSHJLHJXHH,006449,浙商汇金量化精选混合,ZHESHANGHUIJINLIANGHUAJINGXUANHUNHE,混合型
5139,JSZYZQ,006450,嘉实致盈债券,JIASHIZHIYINGZHAIQUAN,债券型
5140,HFHDJQGKZA,006451,华富恒定久期国开债A,HUAFUHENGDINGJIUQIGUOKAIZHAIA,债券指数
5141,HFHDJQGKZC,006452,华富恒定久期国开债C,HUAFUHENGDINGJIUQIGUOKAIZHAIC,债券指数
5142,ZJRLCZZQA,006453,中加瑞利纯债债券A,ZHONGJIARUILICHUNZHAIZHAIQUANA,债券型
5143,ZJRLCZZQC,006454,中加瑞利纯债债券C,ZHONGJIARUILICHUNZHAIZHAIQUANC,债券型
5144,RBFR18GYDKZ,006455,人保福睿18个月定开债,RENBAOFURUI18GEYUEDINGKAIZHAI,定开债券
5145,PH3GYZDZC,006456,鹏华3个月中短债C,PENGHUA3GEYUEZHONGDUANZHAIC,定开债券
5146,PAGZYSHHA,006457,平安估值优势混合A,PINGANGUZHIYOUSHIHUNHEA,混合型
5147,PAGZYSHHC,006458,平安估值优势混合C,PINGANGUZHIYOUSHIHUNHEC,混合型
5148,RBXYZQA,006459,人保鑫裕增强A,RENBAOXINYUZENGQIANGA,债券型
5149,RBXYZQC,006460,人保鑫裕增强C,RENBAOXINYUZENGQIANGC,债券型
5150,RBFZYNDQKFZQ,006461,人保福泽一年定期开放债券,RENBAOFUZEYINIANDINGQIKAIFANGZHAIQUAN,定开债券
5151,XDAYXQDDQKFHHC,006462,信达澳银新起点定期开放混合C,XINDAAOYINXINQIDIANDINGQIKAIFANGHUNHEC,混合型
5152,XDAYXZCDKHHC,006463,信达澳银新征程定开混合C,XINDAAOYINXINZHENGCHENGDINGKAIHUNHEC,混合型
5153,PYASPYCZA,006464,浦银安盛普益纯债A,PUYINANSHENGPUYICHUNZHAIA,债券型
5154,PYASPYCZC,006465,浦银安盛普益纯债C,PUYINANSHENGPUYICHUNZHAIC,债券型
5155,PYASSZZQZQA,006466,浦银安盛双债增强债券A,PUYINANSHENGSHUANGZHAIZENGQIANGZHAIQUANA,债券型
5156,PYASSZZQZQC,006467,浦银安盛双债增强债券C,PUYINANSHENGSHUANGZHAIZENGQIANGZHAIQUANC,债券型
5157,JSWLCZZQ,006468,嘉实稳联纯债债券,JIASHIWENLIANCHUNZHAIZHAIQUAN,债券型
5158,GYMBSYYNDKA,006470,工银目标收益一年定开A,GONGYINMUBIAOSHOUYIYINIANDINGKAIA,定开债券
5159,HRYDRXZQC,006471,华润元大润鑫债券C,HUARUNYUANDARUNXINZHAIQUANC,债券型
5160,HFTJFCZ,006472,海富通聚丰纯债,HAIFUTONGJUFENGCHUNZHAI,债券型
5161,ZSZZ15NJCKHA,006473,招商中债1-5年进出口行A,ZHAOSHANGZHONGZHAI15NIANJINCHUKOUHANGA,债券指数
5162,ZSZZ15NJCKHC,006474,招商中债1-5年进出口行C,ZHAOSHANGZHONGZHAI15NIANJINCHUKOUHANGC,债券指数
5163,GTJRCZZQ,006475,国泰嘉睿纯债债券,GUOTAIJIARUICHUNZHAIZHAIQUAN,债券型
5164,NFYYC,006476,南方原油C,NANFANGYUANYOUC,QDII
5165,ZYHGSJXHH,006477,中邮沪港深精选混合,ZHONGYOUHUGANGSHENJINGXUANHUNHE,混合型
5166,CSDYZCLYX,006478,长盛多因子策略优选,CHANGSHENGDUOYINZICELUEYOUXUAN,股票型
5167,GFNSDK100ZSC,006479,广发纳斯达克100指数C,GUANGFANASIDAKE100ZHISHUC,QDII-指数
5168,GFNSDK100MYXHC,006480,广发纳斯达克100美元现汇C,GUANGFANASIDAKE100MEIYUANXIANHUIC,QDII-指数
5169,HFTSQSDRZQA,006481,海富通上清所短融债券A,HAIFUTONGSHANGQINGSUODUANRONGZHAIQUANA,债券指数
5170,GFKZZZQA,006482,广发可转债债券A,GUANGFAKEZHUANZHAIZHAIQUANA,债券型
5171,GFKZZZQC,006483,广发可转债债券C,GUANGFAKEZHUANZHAIZHAIQUANC,债券型
5172,GFZZ13NGKZA,006484,广发中债1-3年国开债A,GUANGFAZHONGZHAI13NIANGUOKAIZHAIA,债券指数
5173,GFZZ13NGKZC,006485,广发中债1-3年国开债C,GUANGFAZHONGZHAI13NIANGUOKAIZHAIC,债券指数
5174,GFZZ1000ZSA,006486,广发中证1000指数A,GUANGFAZHONGZHENG1000ZHISHUA,股票指数
5175,GFZZ1000ZSC,006487,广发中证1000指数C,GUANGFAZHONGZHENG1000ZHISHUC,股票指数
5176,FRFK13NGKZCZ,006488,富荣富开1-3年国开债纯债,FURONGFUKAI13NIANGUOKAIZHAICHUNZHAI,债券型
5177,ZSTYCZA,006489,招商添裕纯债A,ZHAOSHANGTIANYUCHUNZHAIA,债券型
5178,ZSTYCZC,006490,招商添裕纯债C,ZHAOSHANGTIANYUCHUNZHAIC,债券型
5179,NF13NGKZA,006491,南方1-3年国开债A,NANFANG13NIANGUOKAIZHAIA,债券指数
5180,NF13NGKZC,006492,南方1-3年国开债C,NANFANG13NIANGUOKAIZHAIC,债券指数
5181,NF35NNFZA,006493,南方3-5年农发债A,NANFANG35NIANNONGFAZHAIA,债券指数
5182,NF35NNFZC,006494,南方3-5年农发债C,NANFANG35NIANNONGFAZHAIC,债券指数
5183,GLAZFYNDKZ,006495,国联安增富一年定开债,GUOLIANANZENGFUYINIANDINGKAIZHAI,定开债券
5184,YHAYDZZQA,006496,银华安盈短债债券A,YINHUAANYINGDUANZHAIZHAIQUANA,债券型
5185,YHAYDZZQC,006497,银华安盈短债债券C,YINHUAANYINGDUANZHAIZHAIQUANC,债券型
5186,JXRLZQZQA,006500,建信润利增强债券A,JIANXINRUNLIZENGQIANGZHAIQUANA,债券型
5187,JXRLZQZQC,006501,建信润利增强债券C,JIANXINRUNLIZENGQIANGZHAIQUANC,债券型
5188,CTJCDLCYGPA,006502,财通集成电路产业股票A,CAITONGJICHENGDIANLUCHANYEGUPIAOA,股票型
5189,CTJCDLCYGPC,006503,财通集成电路产业股票C,CAITONGJICHENGDIANLUCHANYEGUPIAOC,股票型
5190,GFHCDQKFZQ,006504,广发汇承定期开放债券,GUANGFAHUICHENGDINGQIKAIFANGZHAIQUAN,定开债券
5191,YYXYZQA,006505,永赢祥益债券A,YONGYINGXIANGYIZHAIQUANA,债券型
5192,YYXYZQC,006506,永赢祥益债券C,YONGYINGXIANGYIZHAIQUANC,债券型
5193,QHKYYZFOF,006507,前海开源裕泽(FOF),QIANHAIKAIYUANYUZEFOF,混合-FOF
5194,GLAZYYNDKZ,006508,国联安增裕一年定开债,GUOLIANANZENGYUYINIANDINGKAIZHAI,定开债券
5195,GLAZYCZA,006509,国联安增盈纯债A,GUOLIANANZENGYINGCHUNZHAIA,债券型
5196,GLAZYCZC,006510,国联安增盈纯债C,GUOLIANANZENGYINGCHUNZHAIC,债券型
5197,BDZYHHA,006511,博道卓远混合A,BODAOZHUOYUANHUNHEA,混合型
5198,BDZYHHC,006512,博道卓远混合C,BODAOZHUOYUANHUNHEC,混合型
5199,PYCXZQA,006513,鹏扬淳享债券A,PENGYANGCHUNXIANGZHAIQUANA,债券型
5200,PYCXZQC,006514,鹏扬淳享债券C,PENGYANGCHUNXIANGZHAIQUANC,债券型
5201,ZSHJDZE,006515,浙商汇金短债E,ZHESHANGHUIJINDUANZHAIE,债券型
5202,ZSHJDZA,006516,浙商汇金短债A,ZHESHANGHUIJINDUANZHAIA,债券型
5203,NFJYDZA,006517,南方吉元短债A,NANFANGJIYUANDUANZHAIA,债券型
5204,NFJYDZC,006518,南方吉元短债C,NANFANGJIYUANDUANZHAIC,债券型
5205,HADZZQA,006519,汇安短债债券A,HUIANDUANZHAIZHAIQUANA,债券型
5206,HADZZQC,006520,汇安短债债券C,HUIANDUANZHAIZHAIQUANC,债券型
5207,HADZZQE,006521,汇安短债债券E,HUIANDUANZHAIZHAIQUANE,债券型
5208,CTXXLCHHA,006522,财通新兴蓝筹混合A,CAITONGXINXINGLANCHOUHUNHEA,混合型
5209,CTXXLCHHC,006523,财通新兴蓝筹混合C,CAITONGXINXINGLANCHOUHUNHEC,混合型
5210,QHKYMSCIZGAGZSA,006524,前海开源MSCI中国A股指数A,QIANHAIKAIYUANMSCIZHONGGUOAGUZHISHUA,股票指数
5211,QHKYMSCIZGAGZSC,006525,前海开源MSCI中国A股指数C,QIANHAIKAIYUANMSCIZHONGGUOAGUZHISHUC,股票指数
5212,PHYXHBHH,006526,鹏华优选回报混合,PENGHUAYOUXUANHUIBAOHUNHE,混合型
5213,FGYZFZHHA,006527,富国优质发展混合A,FUGUOYOUZHIFAZHANHUNHEA,混合型
5214,FGYZFZHHC,006528,富国优质发展混合C,FUGUOYOUZHIFAZHANHUNHEC,混合型
5215,ZOJXLNCYQHHA,006529,中欧匠心两年持有期混合A,ZHONGOUJIANGXINLIANGNIANCHIYOUQIHUNHEA,混合型
5216,ZOJXLNCYQHHC,006530,中欧匠心两年持有期混合C,ZHONGOUJIANGXINLIANGNIANCHIYOUQIHUNHEC,混合型
5217,HTBRLHQDHHC,006531,华泰柏瑞量化驱动混合C,HUATAIBAIRUILIANGHUAQUDONGHUNHEC,混合型
5218,HTBRLHAEFC,006532,华泰柏瑞量化阿尔法C,HUATAIBAIRUILIANGHUAAERFAC,混合型
5219,YFDKRHH,006533,易方达科融混合,YIFANGDAKERONGHUNHE,混合型
5220,NYHLYSDQKFHH,006534,农银汇理永盛定期开放混合,NONGYINHUILIYONGSHENGDINGQIKAIFANGHUNHE,混合型
5221,HSQHHJYLA,006535,恒生前海恒锦裕利A,HENGSHENGQIANHAIHENGJINYULIA,混合型
5222,HSQHHJYLC,006536,恒生前海恒锦裕利C,HENGSHENGQIANHAIHENGJINYULIC,混合型
5223,HSQHGGTJXHH,006537,恒生前海港股通精选混合,HENGSHENGQIANHAIGANGGUTONGJINGXUANHUNHE,混合型
5224,DHHXJZ,006538,东海核心价值,DONGHAIHEXINJIAZHI,混合型
5225,NFYXJZHHC,006539,南方优选价值混合C,NANFANGYOUXUANJIAZHIHUNHEC,混合型
5226,NFJYCZHHC,006540,南方绩优成长混合C,NANFANGJIYOUCHENGZHANGHUNHEC,混合型
5227,NFCFJXHHC,006541,南方成份精选混合C,NANFANGCHENGFENJINGXUANHUNHEC,混合型
5228,CTHLZDZZQA,006542,财通鸿利中短债债券A,CAITONGHONGLIZHONGDUANZHAIZHAIQUANA,债券型
5229,CTHLZDZZQC,006543,财通鸿利中短债债券C,CAITONGHONGLIZHONGDUANZHAIZHAIQUANC,债券型
5230,PAHJCZZQ,006544,平安惠聚纯债债券,PINGANHUIJUCHUNZHAIZHAIQUAN,债券型
5231,XYZDZA,006545,兴银中短债A,XINGYINZHONGDUANZHAIA,债券型
5232,XYZDZC,006546,兴银中短债C,XINGYINZHONGDUANZHAIC,债券型
5233,HTHTSHHHA,006547,红塔红土盛弘混合A,HONGTAHONGTUSHENGHONGHUNHEA,混合型
5234,HTHTSHHHC,006548,红塔红土盛弘混合C,HONGTAHONGTUSHENGHONGHUNHEC,混合型
5235,GJHYCZA,006549,国金惠盈纯债A,GUOJINHUIYINGCHUNZHAIA,债券型
5236,GFJRCZ,006550,广发景润纯债,GUANGFAJINGRUNCHUNZHAI,债券型
5237,ZGJZLHHH,006551,中庚价值领航混合,ZHONGGENGJIAZHILINGHANGHUNHE,混合型
5238,GFHX3GYDQKFZQ,006552,广发汇兴3个月定期开放债券,GUANGFAHUIXING3GEYUEDINGQIKAIFANGZHAIQUAN,定开债券
5239,GTRYHZZDZC,006553,国投瑞银恒泽中短债C,GUOTOURUIYINHENGZEZHONGDUANZHAIC,债券型
5240,HADYZQC,006554,华安鼎益债券C,HUAANDINGYIZHAIQUANC,债券型
5241,PYASQQZNKJQDII,006555,浦银安盛全球智能科技(QDII),PUYINANSHENGQUANQIUZHINENGKEJIQDII,QDII
5242,HFTYJJXHHC,006556,海富通研究精选混合C,HAIFUTONGYANJIUJINGXUANHUNHEC,混合型
5243,HFTYJJXHHA,006557,海富通研究精选混合A,HAIFUTONGYANJIUJINGXUANHUNHEA,混合型
5244,YYTYZQA,006558,永赢通益债券A,YONGYINGTONGYIZHAIQUANA,债券型
5245,YYTYZQC,006559,永赢通益债券C,YONGYINGTONGYIZHAIQUANC,债券型
5246,HXSCGGETFLJA,006560,华夏四川国改ETF联接A,HUAXIASICHUANGUOGAIETFLIANJIEA,联接基金
5247,HXSCGGETFLJC,006561,华夏四川国改ETF联接C,HUAXIASICHUANGUOGAIETFLIANJIEC,联接基金
5248,ZODZZQC,006562,中欧短债债券C,ZHONGOUDUANZHAIZHAIQUANC,债券型
5249,AXYXCZZQ,006563,安信优享纯债债券,ANXINYOUXIANGCHUNZHAIZHAIQUAN,债券型
5250,YXYFJXHBHH,006564,圆信永丰精选回报混合,YUANXINYONGFENGJINGXUANHUIBAOHUNHE,混合型
5251,ZTXYLHPZHH,006567,中泰星元灵活配置混合,ZHONGTAIXINGYUANLINGHUOPEIZHIHUNHE,混合型
5252,GLAHYLXHH,006568,国联安行业领先混合,GUOLIANANHANGYELINGXIANHUNHE,混合型
5253,GLAZZYY100C,006569,国联安中证医药100C,GUOLIANANZHONGZHENGYIYAO100C,股票指数
5254,ZJJYA,006570,中金金元A,ZHONGJINJINYUANA,债券型
5255,ZJJYC,006571,中金金元C,ZHONGJINJINYUANC,债券型
5256,BYYTCZZQC,006572,宝盈盈泰纯债债券C,BAOYINGYINGTAICHUNZHAIZHAIQUANC,债券型
5257,RBHYLDHHA,006573,人保行业轮动混合A,RENBAOHANGYELUNDONGHUNHEA,混合型
5258,RBHYLDHHC,006574,人保行业轮动混合C,RENBAOHANGYELUNDONGHUNHEC,混合型
5259,HAYL2030SNFOF,006575,华安养老2030三年(FOF),HUAANYANGLAO2030SANNIANFOF,混合-FOF
5260,YYCYZQA,006576,永赢诚益债券A,YONGYINGCHENGYIZHAIQUANA,债券型
5261,YYCYZQC,006577,永赢诚益债券C,YONGYINGCHENGYIZHAIQUANC,债券型
5262,TKZZGGTFYZSA,006578,泰康中证港股通非银指数A,TAIKANGZHONGZHENGGANGGUTONGFEIYINZHISHUA,股票指数
5263,TKZZGGTFYZSC,006579,泰康中证港股通非银指数C,TAIKANGZHONGZHENGGANGGUTONGFEIYINZHISHUC,股票指数
5264,XQATYLSNFOF,006580,兴全安泰养老三年(FOF),XINGQUANANTAIYANGLAOSANNIANFOF,混合-FOF
5265,JXYXWJYLFOF,006581,建信优享稳健养老(FOF),JIANXINYOUXIANGWENJIANYANGLAOFOF,混合-FOF
5266,BSFY3GYDKZ,006582,博时富永3个月定开债,BOSHIFUYONG3GEYUEDINGKAIZHAI,定开债券
5267,ZXBCJTZQA,006583,中信保诚景泰债券A,ZHONGXINBAOCHENGJINGTAIZHAIQUANA,债券型
5268,ZXBCJTZQC,006584,中信保诚景泰债券C,ZHONGXINBAOCHENGJINGTAIZHAIQUANC,债券型
5269,NFBYZQC,006585,南方宝元债券C,NANFANGBAOYUANZHAIQUANC,债券型
5270,NFAYHHC,006586,南方安裕混合C,NANFANGANYUHUNHEC,混合型
5271,NFYXFHHHC,006587,南方优享分红混合C,NANFANGYOUXIANGFENHONGHUNHEC,混合型
5272,ZJJLCZDKA,006588,中加聚利纯债定开A,ZHONGJIAJULICHUNZHAIDINGKAIA,定开债券
5273,ZJJLCZDKC,006589,中加聚利纯债定开C,ZHONGJIAJULICHUNZHAIDINGKAIC,定开债券
5274,NFXYXLHPZHHC,006590,南方新优享灵活配置混合C,NANFANGXINYOUXIANGLINGHUOPEIZHIHUNHEC,混合型
5275,GFJMZDZA,006591,广发景明中短债A,GUANGFAJINGMINGZHONGDUANZHAIA,债券型
5276,GFJMZDZC,006592,广发景明中短债C,GUANGFAJINGMINGZHONGDUANZHAIC,债券型
5277,BDZZ500ZQA,006593,博道中证500增强A,BODAOZHONGZHENG500ZENGQIANGA,股票指数
5278,BDZZ500ZQC,006594,博道中证500增强C,BODAOZHONGZHENG500ZENGQIANGC,股票指数
5279,GFGGTYZZZHH,006595,广发港股通优质增长混合,GUANGFAGANGGUTONGYOUZHIZENGZHANGHUNHE,混合型
5280,GTJHCZZQ,006596,国泰聚禾纯债债券,GUOTAIJUHECHUNZHAIZHAIQUAN,债券型
5281,GTLXZDZZQA,006597,国泰利享中短债债券A,GUOTAILIXIANGZHONGDUANZHAIZHAIQUANA,债券型
5282,GTLXZDZZQC,006598,国泰利享中短债债券C,GUOTAILIXIANGZHONGDUANZHAIZHAIQUANC,债券型
5283,GSABAFCZZQ,006599,国寿安保安丰纯债债券,GUOSHOUANBAOANFENGCHUNZHAIZHAIQUAN,债券型
5284,RBHS300ZS,006600,人保沪深300指数,RENBAOHUSHEN300ZHISHU,股票指数
5285,GRRTLHPZHHA,006601,国融融泰灵活配置混合A,GUORONGRONGTAILINGHUOPEIZHIHUNHEA,混合型
5286,GRRTLHPZHHC,006602,国融融泰灵活配置混合C,GUORONGRONGTAILINGHUOPEIZHIHUNHEC,混合型
5287,JSHRJXGP,006603,嘉实互融精选股票,JIASHIHURONGJINGXUANGUPIAO,股票型
5288,JSXFJXGPA,006604,嘉实消费精选股票A,JIASHIXIAOFEIJINGXUANGUPIAOA,股票型
5289,JSXFJXGPC,006605,嘉实消费精选股票C,JIASHIXIAOFEIJINGXUANGUPIAOC,股票型
5290,HDYFZDZZQA,006606,泓德裕丰中短债债券A,HONGDEYUFENGZHONGDUANZHAIZHAIQUANA,债券型
5291,HDYFZDZZQC,006607,泓德裕丰中短债债券C,HONGDEYUFENGZHONGDUANZHAIZHAIQUANC,债券型
5292,HDYJYXHH,006608,泓德研究优选混合,HONGDEYANJIUYOUXUANHUNHE,混合型
5293,YHYJHHFQS,006610,银华远见混合发起式,YINHUAYUANJIANHUNHEFAQISHI,混合型
5294,RBZZ500ZS,006611,人保中证500指数,RENBAOZHONGZHENG500ZHISHU,股票指数
5295,YHXYJXYNDKZ,006612,银华信用精选一年定开债,YINHUAXINYONGJINGXUANYINIANDINGKAIZHAI,定开债券
5296,FRFJZXJRZCZ,006613,富荣富金专项金融债纯债,FURONGFUJINZHUANXIANGJINRONGZHAICHUNZHAI,债券型
5297,JSGGTXJJZSC,006614,嘉实港股通新经济指数C,JIASHIGANGGUTONGXINJINGJIZHISHUC,股票指数
5298,GYZLXXCYHHA,006615,工银战略新兴产业混合A,GONGYINZHANLUEXINXINGCHANYEHUNHEA,混合型
5299,GYZLXXCYHHC,006616,工银战略新兴产业混合C,GONGYINZHANLUEXINXINGCHANYEHUNHEC,混合型
5300,GYRZDKZQ,006617,工银瑞泽定开债券,GONGYINRUIZEDINGKAIZHAIQUAN,定开债券
5301,CJKZZZQA,006618,长江可转债债券A,CHANGJIANGKEZHUANZHAIZHAIQUANA,债券型
5302,CJKZZZQC,006619,长江可转债债券C,CHANGJIANGKEZHUANZHAIZHAIQUANC,债券型
